
5段階評価,1		過去（2年より前）に観た
,2		最近（2年以内）観た
,3		観たことはないが、今後観てみたい
,4		観たことはなく、今後観てみたいか観てみたくないか分からない
,5		観たことはないし、今後も観てみたいとは思わない


,,映画の点数,５段階評価
1位,アナザヘヴン,0.883333,5
2位,ラストサムライ,0.625000,5
3位,水戸黄門 天下の副将軍,0.504167,3
4位,禁じられた遊び,0.391667,3
5位,リング0 バースデイ,0.208333,5
,,,,,精度(3の割合)：40％
,,,,,精度(3，4の割合)：40％

726人目への推薦結果
1位,ラストサムライ,0.981818,4
2位,アナザヘヴン,0.803030,4
3位,スター・ウォーズ,0.398485,4
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.398485,4
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.398485,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：100％

727人目への推薦結果
1位,アナザヘヴン,0.809722,4
2位,ラストサムライ,0.750000,3
3位,禁じられた遊び,0.359028,4
4位,ターミネーター2,0.333333,5
5位,マトリックス・レボリューションズ,0.200000,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：60％

728人目への推薦結果
1位,ラストサムライ,0.941176,5
2位,アナザヘヴン,0.692810,5
3位,リング0 バースデイ,0.580392,5
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.243137,4
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.243137,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

729人目への推薦結果
1位,スター・ウォーズ エピソード3/シスの復讐,0.463265,5
2位,スター・ウォーズ,0.463265,5
3位,プライベート・ライアン,0.332653,5
4位,マトリックス・レボリューションズ,0.195918,3
5位,スウィングガールズ,0.163265,3
,,,,,精度(3の割合)：40％
,,,,,精度(3，4の割合)：40％

730人目への推薦結果
1位,アナザヘヴン,0.815385,5
2位,ラストサムライ,0.717949,5
3位,リング0 バースデイ,0.489744,5
4位,禁じられた遊び,0.474359,3
5位,天空の城ラピュタ,0.185470,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：20％

731人目への推薦結果
1位,ラストサムライ,0.923077,5
2位,ターミネーター2,0.369231,5
3位,リング0 バースデイ,0.327179,5
4位,スター・ウォーズ エピソード2/クローンの攻撃,0.238462,5
5位,スター・ウォーズ,0.238462,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

732人目への推薦結果
1位,ラストサムライ,2.096970,5
2位,スター・ウォーズ,0.734848,5
3位,スター・ウォーズ エピソード3/シスの復讐,0.734848,5
4位,スター・ウォーズ エピソード2/クローンの攻撃,0.734848,5
5位,プライベート・ライアン,0.556061,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：0％

733人目への推薦結果
1位,リング0 バースデイ,0.351515,5
2位,スター・ウォーズ エピソード2/クローンの攻撃,0.241558,3
3位,走れメロス,0.144156,3
4位,ULTRAMAN,0.137662,5
5位,鉄道員,0.123377,3
,,,,,精度(3の割合)：60％
,,,,,精度(3，4の割合)：60％

734人目への推薦結果
1位,バトル・ロワイアル,0.512698,4
2位,オペラ座の怪人,0.482540,4
3位,ターミネーター2,0.428571,4
4位,リング0 バースデイ,0.322222,3
5位,ジョーズ2,0.157143,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：100％

735人目への推薦結果
1位,ラストサムライ,0.676923,5
2位,アナザヘヴン,0.652308,3
3位,ターミネーター2,0.307692,5
4位,禁じられた遊び,0.289231,5
5位,マトリックス・レボリューションズ,0.180513,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：20％

736人目への推薦結果
1位,ラストサムライ,0.851064,4
2位,ターミネーター2,0.340426,5
3位,リング0 バースデイ,0.287943,5
4位,マトリックス・レボリューションズ,0.226950,5
5位,スター・ウォーズ,0.219858,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

737人目への推薦結果
1位,禁じられた遊び,0.281197,5
2位,アポロ13,0.200000,5
3位,日本沈没,0.162821,5
4位,鉄道員,0.153419,5
5位,砂の器,0.128205,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：0％

738人目への推薦結果
1位,ラストサムライ,0.813559,5
2位,アナザヘヴン,0.778531,5
3位,スター・ウォーズ,0.210169,5
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.210169,4
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.210169,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

739人目への推薦結果
1位,ラストサムライ,0.980460,3
2位,スター・ウォーズ,0.213793,4
3位,アポロ13,0.153257,5
4位,砂の器,0.153257,3
5位,走れメロス,0.150575,3
,,,,,精度(3の割合)：60％
,,,,,精度(3，4の割合)：80％

740人目への推薦結果
1位,ラストサムライ,1.026667,3
2位,オペラ座の怪人,0.423333,4
3位,バトル・ロワイアル,0.328889,4
4位,リング0 バースデイ,0.322222,4
5位,2001年宇宙の旅,0.241111,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：100％

741人目への推薦結果
1位,ラストサムライ,1.041071,5
2位,アナザヘヴン,0.630952,4
3位,アイ.ロボット,0.396429,5
4位,バトル・ロワイアル,0.396429,3
5位,スター・ウォーズ,0.239881,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：40％

742人目への推薦結果
1位,天空の城ラピュタ,0.614286,5
2位,スター・ウォーズ エピソード3/シスの復讐,0.614286,5
3位,スター・ウォーズ,0.614286,5
4位,アナザヘヴン,0.605714,5
5位,プライベート・ライアン,0.474286,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：0％

743人目への推薦結果
1位,ラストサムライ,0.886905,5
2位,アイ.ロボット,0.440476,4
3位,禁じられた遊び,0.261111,5
4位,スター・ウォーズ エピソード2/クローンの攻撃,0.196825,5
5位,スター・ウォーズ,0.196825,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：40％

744人目への推薦結果
1位,ラストサムライ,1.061224,3
2位,アナザヘヴン,0.648980,4
3位,禁じられた遊び,0.287755,4
4位,ターミネーター2,0.285714,4
5位,スター・ウォーズ,0.274150,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：100％

745人目への推薦結果
1位,ラストサムライ,0.968000,4
2位,アイ.ロボット,0.592000,4
3位,マトリックス・レボリューションズ,0.213333,4
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.206667,4
5位,スター・ウォーズ エピソード3/シスの復讐,0.206667,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：100％

746人目への推薦結果
1位,ラストサムライ,1.044000,5
2位,アナザヘヴン,0.989333,5
3位,禁じられた遊び,0.438667,5
4位,オペラ座の怪人,0.392000,5
5位,バトル・ロワイアル,0.296000,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：0％

747人目への推薦結果
1位,オペラ座の怪人,0.679167,5
2位,ラストサムライ,0.675000,3
3位,アナザヘヴン,0.662500,5
4位,バトル・ロワイアル,0.616667,5
5位,禁じられた遊び,0.293750,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：20％

748人目への推薦結果
1位,ラストサムライ,0.936765,4
2位,アイ.ロボット,0.434314,3
3位,ターミネーター2,0.352941,5
4位,スター・ウォーズ エピソード3/シスの復讐,0.212745,3
5位,スター・ウォーズ,0.212745,4
,,,,,精度(3の割合)：40％
,,,,,精度(3，4の割合)：80％

749人目への推薦結果
1位,スター・ウォーズ,0.243820,5
2位,ショーシャンクの空に,0.152809,5
3位,パラサイト・イヴ,0.118352,5
4位,A.I.,0.114607,4
5位,クレイマー、クレイマー,0.076404,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

750人目への推薦結果
1位,ラストサムライ,0.864865,4
2位,禁じられた遊び,0.275225,5
3位,スター・ウォーズ エピソード3/シスの復讐,0.223423,5
4位,2001年宇宙の旅,0.223423,3
5位,アポロ13,0.205405,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：40％

751人目への推薦結果
1位,スター・ウォーズ エピソード3/シスの復讐,0.232500,4
2位,ウォーターボーイズ,0.165000,4
3位,ショーシャンクの空に,0.150000,4
4位,禁じられた遊び,0.137500,4
5位,鉄道員,0.126667,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：100％

752人目への推薦結果
1位,バトル・ロワイアル,0.560526,4
2位,スター・ウォーズ エピソード3/シスの復讐,0.271930,5
3位,ウォーターボーイズ,0.192982,4
4位,スウィングガールズ,0.184211,4
5位,砂の器,0.153509,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：80％

753人目への推薦結果
1位,ラストサムライ,1.106383,5
2位,ターミネーター2,0.340426,5
3位,2001年宇宙の旅,0.285816,5
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.285816,5
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.285816,3
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：20％

754人目への推薦結果
1位,ラストサムライ,0.813750,5
2位,アイ.ロボット,0.400833,5
3位,禁じられた遊び,0.293750,5
4位,スター・ウォーズ エピソード3/シスの復讐,0.180833,4
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.180833,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

755人目への推薦結果
1位,ラストサムライ,0.982143,5
2位,アイ.ロボット,0.479762,5
3位,2001年宇宙の旅,0.221429,3
4位,スター・ウォーズ エピソード2/クローンの攻撃,0.221429,5
5位,スター・ウォーズ,0.221429,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：40％

756人目への推薦結果
1位,ラストサムライ,0.875000,5
2位,アナザヘヴン,0.662500,5
3位,禁じられた遊び,0.293750,4
4位,スター・ウォーズ エピソード3/シスの復讐,0.226042,5
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.226042,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

757人目への推薦結果
1位,ラストサムライ,0.656716,5
2位,ターミネーター2,0.298507,5
3位,マトリックス・レボリューションズ,0.175124,4
4位,スター・ウォーズ エピソード3/シスの復讐,0.169652,5
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.169652,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

758人目への推薦結果
1位,バトル・ロワイアル,0.460806,4
2位,リング0 バースデイ,0.318681,3
3位,スター・ウォーズ エピソード2/クローンの攻撃,0.215751,5
4位,スター・ウォーズ,0.215751,4
5位,ショーシャンクの空に,0.131868,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：80％

759人目への推薦結果
1位,ラストサムライ,1.116667,5
2位,アナザヘヴン,0.981481,3
3位,禁じられた遊び,0.435185,5
4位,アイ.ロボット,0.411111,5
5位,バトル・ロワイアル,0.411111,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：20％

760人目への推薦結果
1位,スター・ウォーズ,0.233333,4
2位,最終兵器彼女,0.175269,4
3位,マトリックス,0.121147,3
4位,12モンキーズ,0.096774,4
5位,パラサイト・イヴ,0.090323,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：80％

761人目への推薦結果
1位,禁じられた遊び,0.282000,5
2位,スター・ウォーズ エピソード3/シスの復讐,0.227333,5
3位,天空の城ラピュタ,0.227333,5
4位,12モンキーズ,0.090000,4
5位,パラサイト・イヴ,0.088000,5
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：20％

762人目への推薦結果
1位,ラストサムライ,0.892045,5
2位,アイ.ロボット,0.484091,5
3位,スター・ウォーズ エピソード2/クローンの攻撃,0.199621,4
4位,スター・ウォーズ,0.199621,5
5位,スウィングガールズ,0.159091,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：40％

763人目への推薦結果
1位,ラストサムライ,1.076923,5
2位,アナザヘヴン,0.679487,4
3位,リング0 バースデイ,0.494872,4
4位,禁じられた遊び,0.428205,3
5位,スター・ウォーズ,0.278205,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：60％

764人目への推薦結果
1位,ラストサムライ,1.072727,3
2位,バトル・ロワイアル,0.481212,3
3位,バトル・ロワイアル,0.481212,3
4位,スター・ウォーズ,0.244242,4
5位,天空の城ラピュタ,0.244242,3
,,,,,精度(3の割合)：80％
,,,,,精度(3，4の割合)：100％

765人目への推薦結果
1位,ラストサムライ,0.920930,4
2位,アナザヘヴン,0.739535,3
3位,アイ.ロボット,0.458915,3
4位,禁じられた遊び,0.327907,3
5位,スター・ウォーズ,0.204264,5
,,,,,精度(3の割合)：60％
,,,,,精度(3，4の割合)：80％

766人目への推薦結果
1位,ラストサムライ,1.139394,5
2位,2001年宇宙の旅,0.390909,3
3位,2001年宇宙の旅,0.390909,3
4位,スター・ウォーズ エピソード3/シスの復讐,0.390909,5
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.390909,4
,,,,,精度(3の割合)：40％
,,,,,精度(3，4の割合)：60％

767人目への推薦結果
1位,ラストサムライ,0.952381,5
2位,リング0 バースデイ,0.368254,5
3位,2001年宇宙の旅,0.246032,4
4位,スター・ウォーズ エピソード3/シスの復讐,0.246032,5
5位,スター・ウォーズ エピソード2/クローンの攻撃,0.246032,4
,,,,,精度(3の割合)：0％
,,,,,精度(3，4の割合)：40％

768人目への推薦結果
1位,ラストサムライ,0.851064,5
2位,ターミネーター2,0.468085,5
3位,マトリックス・レボリューションズ,0.226950,4
4位,スター・ウォーズ エピソード2/クローンの攻撃,0.219858,3
5位,スター・ウォーズ,0.219858,4
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：60％

769人目への推薦結果
1位,ラストサムライ,0.851064,4
2位,アナザヘヴン,0.676596,3
3位,禁じられた遊び,0.300000,5
4位,スター・ウォーズ エピソード1/ファントム・メナス,0.219858,4
5位,スター・ウォーズ エピソード3/シスの復讐,0.219858,5
,,,,,精度(3の割合)：20％
,,,,,精度(3，4の割合)：60％

770人目への推薦結果
